gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,24,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,20.05,448.69,1
Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,66.79,609.73,0
Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,110.18,2650.9,0
Female,1,No,No,42,Yes,No phone service,No,No,No,No internet service,Two year,No,Bank transfer,28.55,1111.99,0
Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Bank transfer,58.94,421.76,0
Male,0,Yes,No,14,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.92,422.48,0
Male,0,No,Yes,9,Yes,No,No,No,No,No,Two year,No,Bank transfer,26.92,308.97,0
Female,0,No,No,51,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Credit card,99.29,5125.55,0
Male,1,No,No,38,No,No,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,67.73,2581.95,0
Male,0,Yes,No,61,Yes,No phone service,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,80.03,4844.75,0
Female,0,Yes,Yes,5,Yes,Yes,DSL,No internet service,No,No,Month-to-month,No,Bank transfer,64.11,299.69,0
Female,0,No,No,2,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,30.98,72.32,0
Male,1,Yes,No,3,No,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,102.68,362.41,0
Male,1,Yes,No,5,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,73.83,397.59,1
Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Mailed check,70.37,1596.64,0
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,90.44,6543.91,1
Female,0,Yes,No,13,Yes,No,No,No,No,No,One year,No,Mailed check,37.87,539.23,1
Male,0,No,No,72,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Credit card,44.56,3095.08,0
Female,1,No,No,1,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,18.0,0.0,0
Female,1,Yes,No,72,Yes,No phone service,Fiber optic,Yes,No,No internet service,Two year,No,Mailed check,99.77,7128.27,0
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,85.14,365.73,0
Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,50.32,3623.59,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,100.73,28.37,0
Female,1,No,Yes,72,Yes,No,No,No,No,No internet service,Two year,No,Bank transfer,31.44,2216.15,0
Male,0,No,No,6,Yes,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,93.74,557.5,0
Male,0,No,Yes,10,Yes,No,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,41.8,337.86,0
Female,0,Yes,No,20,Yes,Yes,DSL,No,No internet service,No,Month-to-month,No,Electronic check,57.96,1134.99,1
Male,0,Yes,No,14,No,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,90.44,1298.04,0
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,81.89,2641.13,1
Female,0,Yes,No,72,Yes,No,DSL,No internet service,Yes,No,Two year,No,Electronic check,51.22,3727.76,0
Female,0,No,Yes,27,No,No,DSL,Yes,No,No internet service,Month-to-month,Yes,Electronic check,83.86,2223.85,0
Female,0,No,No,38,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Mailed check,62.47,2387.3,0
Female,0,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,24.18,0.0,0
Male,0,No,No,29,Yes,No,Fiber optic,No internet service,No,Yes,Two year,Yes,Electronic check,120.0,3502.67,0
Female,0,No,Yes,18,No,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Credit card,43.58,769.3,0
Male,0,Yes,Yes,65,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.29,3357.09,0
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,No,Credit card,78.27,1068.51,0
Male,1,Yes,No,34,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,18.0,639.8,0
Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,119.17,876.53,1
Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Mailed check,70.02,636.19,0
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No internet service,No internet service,One year,Yes,Bank transfer,78.55,1075.68,0
Male,1,Yes,No,10,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,49.67,484.98,1
Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,66.15,465.95,1
Female,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,56.35,66.5,1
Male,0,No,No,54,No,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,104.31,5664.1,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,91.5,169.81,0
Female,0,No,No,65,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,25.81,1742.94,0
Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Two year,No,Bank transfer,71.38,236.65,0
Female,1,Yes,No,2,Yes,No,No,No,No internet service,Yes,One year,Yes,Electronic check,37.66,85.92,1
Male,0,No,No,24,Yes,Yes,Fiber optic,No internet service,No,No,One year,No,Credit card,102.04,2442.31,0
Female,0,No,No,20,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,29.97,660.36,0
Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,59.36,1151.76,1
Male,0,No,Yes,25,No,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,45.91,1191.61,1
Male,0,Yes,Yes,10,No,No,Fiber optic,No,No internet service,No,One year,Yes,Credit card,83.83,789.0,0
Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,70.31,2244.5,0
Male,1,No,No,20,Yes,No,Fiber optic,No internet service,No,Yes,One year,No,Bank transfer,64.78,1251.38,0
Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,76.89,824.37,1
Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,64.03,3284.44,0
Male,0,Yes,No,39,Yes,No,DSL,No,Yes,Yes,One year,Yes,Bank transfer,56.16,2177.41,0
Male,0,Yes,Yes,15,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,61.78,998.07,0
Male,0,No,No,56,No,Yes,No,No internet service,No,No,Two year,No,Electronic check,38.08,2078.02,0
Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,Two year,No,Mailed check,48.75,3479.42,0
Male,0,No,No,23,Yes,No phone service,DSL,No,Yes,No internet service,One year,Yes,Bank transfer,61.81,1349.61,0
Female,0,No,No,7,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Mailed check,96.4,732.55,0
Male,0,No,No,72,Yes,No,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,51.21,3663.97,0
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,69.48,399.98,1
Female,0,Yes,No,1,Yes,No,No,No internet service,No,No,Month-to-month,No,Mailed check,46.79,29.4,0
Male,1,No,No,11,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,No,Electronic check,90.69,900.07,1
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No internet service,Yes,One year,No,Mailed check,83.28,3091.22,0
Female,1,No,Yes,72,No,No,DSL,No,No,No,One year,No,Credit card,48.98,3479.2,0
Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,67.91,2068.2,0
Male,0,No,No,72,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,18.0,1171.04,0
Female,0,No,No,2,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,48.41,123.88,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,58.54,75.69,0
Female,1,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,90.25,2345.9,0
Male,0,Yes,No,72,Yes,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Electronic check,44.69,3201.5,0
Female,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.16,1121.32,1
Male,0,No,No,1,Yes,No phone service,Fiber optic,Yes,No,No internet service,Month-to-month,No,Mailed check,74.38,20.85,0
Male,1,No,No,7,Yes,No,DSL,No internet service,No,No,Two year,Yes,Mailed check,58.71,383.39,0
Male,0,Yes,No,8,Yes,No,DSL,No,No,No,One year,Yes,Mailed check,58.39,605.16,1
Male,0,No,No,12,Yes,No,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,88.64,1079.99,1
Female,1,No,Yes,1,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Credit card,91.44,78.54,0
Male,0,No,Yes,70,Yes,No,DSL,Yes,Yes,No,One year,No,Mailed check,53.63,3730.26,0
Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,Two year,No,Mailed check,76.58,1626.91,1
Male,0,Yes,No,33,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.16,1260.53,0
Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Electronic check,89.76,71.73,0
Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No internet service,Two year,No,Bank transfer,65.28,0.0,0
Female,1,No,No,26,Yes,Yes,No,No internet service,No,No,Two year,No,Electronic check,28.54,692.07,0
Female,0,No,No,65,No,No phone service,No,No internet service,No,Yes,One year,No,Bank transfer,26.15,1691.92,0
Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Mailed check,96.71,2131.3,0
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,6006.86,0
Female,0,Yes,No,49,Yes,No,DSL,No internet service,Yes,Yes,One year,No,Mailed check,27.74,1349.05,0
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.46,163.33,1
Female,0,No,Yes,6,No,No phone service,Fiber optic,No,No internet service,No internet service,One year,Yes,Mailed check,65.02,347.62,0
Male,0,No,No,32,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card,23.77,733.88,0
Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Mailed check,74.35,1227.64,1
Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,No,Electronic check,78.69,810.1,0
Male,0,No,Yes,16,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Bank transfer,95.94,1535.37,1
Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Electronic check,47.0,741.87,0
Female,1,No,Yes,72,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,57.04,4154.59,1
Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,97.86,225.21,1
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Mailed check,65.85,506.98,1
Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card,96.16,2199.42,0
Female,0,Yes,No,35,Yes,No,DSL,No,No,No internet service,Two year,No,Bank transfer,59.33,2063.96,0
Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,98.6,2862.91,1
Male,0,Yes,No,72,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,44.22,3124.94,0
Female,0,Yes,No,47,No,No phone service,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Credit card,50.03,2395.86,0
Female,0,Yes,Yes,24,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,23.25,643.63,0
Male,0,Yes,Yes,7,No,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.14,643.92,1
Male,0,Yes,No,17,Yes,No,DSL,No internet service,No internet service,No,One year,Yes,Bank transfer,65.06,1121.75,0
Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,74.43,2499.33,0
Male,1,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer,77.61,4169.02,0
Male,1,No,No,72,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,40.13,2854.6,0
Male,0,No,No,27,Yes,No phone service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,30.04,768.23,1
Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card,99.52,2156.66,1
Female,0,No,No,0,Yes,Yes,DSL,No internet service,No,No,Two year,Yes,Bank transfer,54.58,0.0,0
Male,0,No,No,2,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,54.77,36.79,0
Male,1,No,No,5,Yes,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,31.87,134.99,0
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,103.51,51.42,0
Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,One year,No,Credit card,52.09,820.71,0
Male,0,No,No,12,Yes,Yes,DSL,Yes,No,No,Two year,No,Electronic check,46.1,569.75,0
Female,0,No,No,30,Yes,No phone service,Fiber optic,No internet service,Yes,No,Two year,Yes,Mailed check,63.7,1927.49,0
Female,0,No,No,23,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,30.35,746.93,1
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer,44.4,1157.53,1
Female,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,72.87,1397.99,1
Male,0,Yes,No,9,No,Yes,DSL,No,No,No internet service,Two year,No,Bank transfer,55.75,555.27,0
Female,0,No,Yes,72,Yes,No,DSL,No,No,No internet service,Month-to-month,No,Credit card,65.27,4654.76,0
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Credit card,64.39,27.33,0
Male,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,One year,No,Bank transfer,76.69,5487.22,0
Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,27.66,352.06,0
Female,0,No,No,21,No,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,66.64,1351.74,0
Male,0,Yes,No,3,Yes,No phone service,DSL,Yes,No,No,Two year,Yes,Mailed check,74.15,199.2,0
Male,0,No,No,2,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card,45.19,51.4,1
Male,0,No,No,16,Yes,Yes,DSL,Yes,Yes,Yes,One year,No,Electronic check,71.54,1135.12,0
Male,1,No,Yes,40,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,32.09,1231.32,0
Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.78,544.86,0
Male,0,No,No,24,Yes,No,DSL,Yes,No internet service,No,Month-to-month,No,Electronic check,51.62,1216.81,0
Female,0,Yes,No,9,Yes,No,DSL,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,73.75,650.26,0
Male,1,Yes,No,14,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Credit card,49.43,747.87,0
Female,1,No,No,71,No,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,51.28,3644.29,0
Male,1,Yes,Yes,58,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,45.74,2594.25,0
Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,No internet service,One year,Yes,Mailed check,87.36,1797.97,1
Female,1,No,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Bank transfer,52.48,455.51,0
Male,0,No,Yes,6,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Credit card,63.28,358.49,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,68.03,4843.75,0
Male,0,No,No,6,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.18,443.21,0
Female,0,No,No,49,Yes,No phone service,No,No,No,Yes,Month-to-month,No,Bank transfer,35.82,1715.73,0
Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No internet service,One year,No,Bank transfer,60.76,813.82,0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Electronic check,43.12,3122.61,0
Male,0,No,No,13,Yes,No,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,59.89,721.22,1
Male,0,No,No,12,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card,31.14,462.9,1
Male,0,Yes,No,30,Yes,No phone service,DSL,No internet service,No,Yes,Month-to-month,No,Mailed check,59.41,1776.14,1
Female,0,Yes,No,72,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,34.38,2342.37,0
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No,No,No internet service,Two year,Yes,Bank transfer,82.18,5936.2,0
Female,1,No,Yes,36,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,18.0,518.09,1
Male,0,No,No,42,Yes,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,Mailed check,55.81,2395.94,0
Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No internet service,Two year,Yes,Credit card,66.24,1592.66,0
Female,0,Yes,Yes,42,Yes,No,DSL,No,No internet service,Yes,Two year,Yes,Mailed check,50.16,2099.6,0
Male,0,No,No,58,Yes,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Electronic check,51.22,2966.43,0
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,82.39,1590.48,0
Female,0,No,No,29,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,58.22,1660.11,0
Male,0,No,No,23,No,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card,82.12,1884.13,0
Female,1,Yes,No,24,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,65.7,1578.48,1
Female,0,No,No,66,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,35.06,2165.98,0
Male,0,No,No,13,No,Yes,DSL,Yes,No,No,One year,Yes,Credit card,30.91,427.33,0
Male,0,No,No,7,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,27.87,229.02,1
Male,0,No,No,18,Yes,No phone service,DSL,No internet service,No,Yes,One year,No,Credit card,50.52,927.68,0
Female,0,No,No,6,No,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Credit card,83.91,518.32,0
Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer,73.7,1549.52,0
Male,0,Yes,No,70,Yes,No phone service,DSL,Yes,No,No,One year,Yes,Electronic check,53.43,3733.35,0
Female,0,Yes,Yes,28,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,23.81,661.91,0
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No internet service,Yes,No,Two year,Yes,Credit card,105.78,6098.6,0
Female,0,Yes,No,5,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,41.24,106.27,0
Male,0,Yes,Yes,69,Yes,No phone service,No,No,No,Yes,Month-to-month,No,Mailed check,32.06,2230.97,0
Male,0,Yes,No,27,Yes,No,DSL,No,No,No,One year,No,Mailed check,63.41,1680.68,0
Female,0,No,No,0,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.04,0.0,0
Female,0,No,No,30,Yes,No,Fiber optic,No,No,No internet service,Two year,Yes,Credit card,95.13,2845.99,0
Female,0,No,Yes,72,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,31.91,2287.77,0
Male,0,Yes,No,2,Yes,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Credit card,57.31,98.87,1
Male,0,Yes,Yes,26,No,No,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,82.9,2157.95,1
Female,0,No,No,72,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,29.31,2027.7,0
Female,1,Yes,No,0,Yes,Yes,DSL,Yes,No internet service,No,Two year,Yes,Electronic check,40.28,45.36,0
Male,0,Yes,No,29,Yes,No phone service,DSL,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,62.52,1830.57,0
Male,0,Yes,No,19,No,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer,33.36,691.65,1
Female,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card,75.86,878.36,0
Male,0,No,Yes,29,Yes,Yes,DSL,No,No,Yes,Two year,No,Credit card,50.94,1494.57,0
Female,0,No,Yes,1,Yes,No,No,No,No internet service,No internet service,Two year,No,Credit card,29.74,0.0,0
Female,0,Yes,No,41,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,76.41,3087.09,1
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Credit card,88.64,0.0,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,90.13,910.07,1
Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No internet service,Two year,No,Credit card,52.1,1034.69,0
Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,37.74,502.18,1
Female,1,No,Yes,11,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,31.13,337.96,1
Male,0,No,No,53,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,29.19,1522.56,0
Male,0,No,No,72,Yes,No phone service,DSL,No,No internet service,No,Month-to-month,Yes,Bank transfer,66.85,4742.99,0
Male,1,No,Yes,62,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Electronic check,102.4,6427.08,1
Male,0,No,No,22,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,32.75,722.04,0
Male,0,No,No,64,Yes,No phone service,DSL,No internet service,Yes,No,Month-to-month,No,Bank transfer,66.61,4341.39,0
Female,0,No,No,72,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Credit card,77.95,5556.43,0
Male,0,No,Yes,15,Yes,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,Credit card,69.28,1016.23,0
Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.54,418.94,0
Female,0,No,No,3,Yes,No,DSL,Yes,No,No,One year,Yes,Mailed check,45.32,208.34,0
Male,0,Yes,Yes,19,No,Yes,Fiber optic,No internet service,Yes,Yes,Two year,No,Electronic check,80.18,1601.57,0
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,One year,Yes,Mailed check,60.53,4332.55,0
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,88.97,2094.53,0
Female,0,No,Yes,33,Yes,No phone service,Fiber optic,No,No internet service,Yes,Month-to-month,No,Credit card,68.25,2247.65,0
Female,0,No,Yes,3,No,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,66.61,255.59,1
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,78.98,318.48,0
Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Mailed check,61.61,1120.68,1
Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,104.03,7545.61,0
Female,0,No,Yes,13,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,57.55,795.45,0
Female,1,Yes,Yes,62,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,39.57,2502.56,0
Male,0,Yes,Yes,3,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,35.25,136.86,1
Female,1,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,Electronic check,85.05,2448.97,0
Female,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.38,1704.63,0
Male,0,No,Yes,58,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,20.78,1317.62,0
Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer,68.19,53.02,0
Female,1,No,No,6,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Electronic check,59.6,349.59,0
Male,1,No,No,7,Yes,No,DSL,No,No,Yes,Two year,Yes,Electronic check,81.96,629.18,0
Male,0,Yes,No,72,No,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Mailed check,69.86,5012.27,0
Female,0,No,No,5,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,18.0,113.74,0
Female,0,Yes,No,1,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,27.88,57.48,0
Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,81.3,1831.77,0
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,One year,Yes,Mailed check,81.46,1769.12,0
Female,1,No,No,55,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,Electronic check,66.91,3724.12,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Mailed check,97.16,6973.65,0
Female,0,Yes,No,23,Yes,No phone service,DSL,Yes,No internet service,No internet service,Two year,Yes,Electronic check,70.9,1667.36,0
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.76,4158.03,0
Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Mailed check,78.14,2877.96,1
Female,0,No,Yes,9,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,25.46,192.31,0
Female,0,Yes,No,72,No,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,63.0,4578.15,1
Male,1,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,89.06,2923.94,1
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,71.62,1206.61,0
